M1:vgs (L=1.00e-07) X,M1:vgs (L=1.00e-07) Y,M1:vgs (L=2.00e-07) X,M1:vgs (L=2.00e-07) Y,M1:vgs (L=3.00e-07) X,M1:vgs (L=3.00e-07) Y,M1:vgs (L=4.00e-07) X,M1:vgs (L=4.00e-07) Y,M1:vgs (L=5.00e-07) X,M1:vgs (L=5.00e-07) Y,M1:vgs (L=6.00e-07) X,M1:vgs (L=6.00e-07) Y,M1:vgs (L=7.00e-07) X,M1:vgs (L=7.00e-07) Y,M1:vgs (L=8.00e-07) X,M1:vgs (L=8.00e-07) Y,M1:vgs (L=9.00e-07) X,M1:vgs (L=9.00e-07) Y,M1:vgs (L=1.00e-06) X,M1:vgs (L=1.00e-06) Y
0.8540000000000004,0.8540000000000004,0.8540000000000004,0.8540000000000004,0.8540000000000004,0.8540000000000004,0.8540000000000004,0.8540000000000004,0.8540000000000004,0.8540000000000004,0.8540000000000004,0.8540000000000004,0.8540000000000004,0.8540000000000004,0.8540000000000004,0.8540000000000004,0.8540000000000004,0.8540000000000004,0.8540000000000004,0.8540000000000004
0.8550000000000004,0.8550000000000004,0.8550000000000004,0.8550000000000004,0.8550000000000004,0.8550000000000004,0.8550000000000004,0.8550000000000004,0.8550000000000004,0.8550000000000004,0.8550000000000004,0.8550000000000004,0.8550000000000004,0.8550000000000004,0.8550000000000004,0.8550000000000004,0.8550000000000004,0.8550000000000004,0.8550000000000004,0.8550000000000004
0.8560000000000004,0.8560000000000004,0.8560000000000004,0.8560000000000004,0.8560000000000004,0.8560000000000004,0.8560000000000004,0.8560000000000004,0.8560000000000004,0.8560000000000004,0.8560000000000004,0.8560000000000004,0.8560000000000004,0.8560000000000004,0.8560000000000004,0.8560000000000004,0.8560000000000004,0.8560000000000004,0.8560000000000004,0.8560000000000004
0.8570000000000004,0.8570000000000004,0.8570000000000004,0.8570000000000004,0.8570000000000004,0.8570000000000004,0.8570000000000004,0.8570000000000004,0.8570000000000004,0.8570000000000004,0.8570000000000004,0.8570000000000004,0.8570000000000004,0.8570000000000004,0.8570000000000004,0.8570000000000004,0.8570000000000004,0.8570000000000004,0.8570000000000004,0.8570000000000004
0.8580000000000004,0.8580000000000004,0.8580000000000004,0.8580000000000004,0.8580000000000004,0.8580000000000004,0.8580000000000004,0.8580000000000004,0.8580000000000004,0.8580000000000004,0.8580000000000004,0.8580000000000004,0.8580000000000004,0.8580000000000004,0.8580000000000004,0.8580000000000004,0.8580000000000004,0.8580000000000004,0.8580000000000004,0.8580000000000004
0.8590000000000004,0.8590000000000004,0.8590000000000004,0.8590000000000004,0.8590000000000004,0.8590000000000004,0.8590000000000004,0.8590000000000004,0.8590000000000004,0.8590000000000004,0.8590000000000004,0.8590000000000004,0.8590000000000004,0.8590000000000004,0.8590000000000004,0.8590000000000004,0.8590000000000004,0.8590000000000004,0.8590000000000004,0.8590000000000004
0.8600000000000004,0.8600000000000004,0.8600000000000004,0.8600000000000004,0.8600000000000004,0.8600000000000004,0.8600000000000004,0.8600000000000004,0.8600000000000004,0.8600000000000004,0.8600000000000004,0.8600000000000004,0.8600000000000004,0.8600000000000004,0.8600000000000004,0.8600000000000004,0.8600000000000004,0.8600000000000004,0.8600000000000004,0.8600000000000004
0.8610000000000004,0.8610000000000004,0.8610000000000004,0.8610000000000004,0.8610000000000004,0.8610000000000004,0.8610000000000004,0.8610000000000004,0.8610000000000004,0.8610000000000004,0.8610000000000004,0.8610000000000004,0.8610000000000004,0.8610000000000004,0.8610000000000004,0.8610000000000004,0.8610000000000004,0.8610000000000004,0.8610000000000004,0.8610000000000004
0.8620000000000004,0.8620000000000004,0.8620000000000004,0.8620000000000004,0.8620000000000004,0.8620000000000004,0.8620000000000004,0.8620000000000004,0.8620000000000004,0.8620000000000004,0.8620000000000004,0.8620000000000004,0.8620000000000004,0.8620000000000004,0.8620000000000004,0.8620000000000004,0.8620000000000004,0.8620000000000004,0.8620000000000004,0.8620000000000004
0.8630000000000004,0.8630000000000004,0.8630000000000004,0.8630000000000004,0.8630000000000004,0.8630000000000004,0.8630000000000004,0.8630000000000004,0.8630000000000004,0.8630000000000004,0.8630000000000004,0.8630000000000004,0.8630000000000004,0.8630000000000004,0.8630000000000004,0.8630000000000004,0.8630000000000004,0.8630000000000004,0.8630000000000004,0.8630000000000004
0.8640000000000004,0.8640000000000004,0.8640000000000004,0.8640000000000004,0.8640000000000004,0.8640000000000004,0.8640000000000004,0.8640000000000004,0.8640000000000004,0.8640000000000004,0.8640000000000004,0.8640000000000004,0.8640000000000004,0.8640000000000004,0.8640000000000004,0.8640000000000004,0.8640000000000004,0.8640000000000004,0.8640000000000004,0.8640000000000004
0.8650000000000004,0.8650000000000004,0.8650000000000004,0.8650000000000004,0.8650000000000004,0.8650000000000004,0.8650000000000004,0.8650000000000004,0.8650000000000004,0.8650000000000004,0.8650000000000004,0.8650000000000004,0.8650000000000004,0.8650000000000004,0.8650000000000004,0.8650000000000004,0.8650000000000004,0.8650000000000004,0.8650000000000004,0.8650000000000004
0.8660000000000004,0.8660000000000004,0.8660000000000004,0.8660000000000004,0.8660000000000004,0.8660000000000004,0.8660000000000004,0.8660000000000004,0.8660000000000004,0.8660000000000004,0.8660000000000004,0.8660000000000004,0.8660000000000004,0.8660000000000004,0.8660000000000004,0.8660000000000004,0.8660000000000004,0.8660000000000004,0.8660000000000004,0.8660000000000004
0.8670000000000004,0.8670000000000004,0.8670000000000004,0.8670000000000004,0.8670000000000004,0.8670000000000004,0.8670000000000004,0.8670000000000004,0.8670000000000004,0.8670000000000004,0.8670000000000004,0.8670000000000004,0.8670000000000004,0.8670000000000004,0.8670000000000004,0.8670000000000004,0.8670000000000004,0.8670000000000004,0.8670000000000004,0.8670000000000004
0.8680000000000004,0.8680000000000004,0.8680000000000004,0.8680000000000004,0.8680000000000004,0.8680000000000004,0.8680000000000004,0.8680000000000004,0.8680000000000004,0.8680000000000004,0.8680000000000004,0.8680000000000004,0.8680000000000004,0.8680000000000004,0.8680000000000004,0.8680000000000004,0.8680000000000004,0.8680000000000004,0.8680000000000004,0.8680000000000004
0.8690000000000004,0.8690000000000004,0.8690000000000004,0.8690000000000004,0.8690000000000004,0.8690000000000004,0.8690000000000004,0.8690000000000004,0.8690000000000004,0.8690000000000004,0.8690000000000004,0.8690000000000004,0.8690000000000004,0.8690000000000004,0.8690000000000004,0.8690000000000004,0.8690000000000004,0.8690000000000004,0.8690000000000004,0.8690000000000004
0.8700000000000004,0.8700000000000004,0.8700000000000004,0.8700000000000004,0.8700000000000004,0.8700000000000004,0.8700000000000004,0.8700000000000004,0.8700000000000004,0.8700000000000004,0.8700000000000004,0.8700000000000004,0.8700000000000004,0.8700000000000004,0.8700000000000004,0.8700000000000004,0.8700000000000004,0.8700000000000004,0.8700000000000004,0.8700000000000004
0.8710000000000004,0.8710000000000004,0.8710000000000004,0.8710000000000004,0.8710000000000004,0.8710000000000004,0.8710000000000004,0.8710000000000004,0.8710000000000004,0.8710000000000004,0.8710000000000004,0.8710000000000004,0.8710000000000004,0.8710000000000004,0.8710000000000004,0.8710000000000004,0.8710000000000004,0.8710000000000004,0.8710000000000004,0.8710000000000004
0.8720000000000004,0.8720000000000004,0.8720000000000004,0.8720000000000004,0.8720000000000004,0.8720000000000004,0.8720000000000004,0.8720000000000004,0.8720000000000004,0.8720000000000004,0.8720000000000004,0.8720000000000004,0.8720000000000004,0.8720000000000004,0.8720000000000004,0.8720000000000004,0.8720000000000004,0.8720000000000004,0.8720000000000004,0.8720000000000004
0.8730000000000004,0.8730000000000004,0.8730000000000004,0.8730000000000004,0.8730000000000004,0.8730000000000004,0.8730000000000004,0.8730000000000004,0.8730000000000004,0.8730000000000004,0.8730000000000004,0.8730000000000004,0.8730000000000004,0.8730000000000004,0.8730000000000004,0.8730000000000004,0.8730000000000004,0.8730000000000004,0.8730000000000004,0.8730000000000004
0.8740000000000004,0.8740000000000004,0.8740000000000004,0.8740000000000004,0.8740000000000004,0.8740000000000004,0.8740000000000004,0.8740000000000004,0.8740000000000004,0.8740000000000004,0.8740000000000004,0.8740000000000004,0.8740000000000004,0.8740000000000004,0.8740000000000004,0.8740000000000004,0.8740000000000004,0.8740000000000004,0.8740000000000004,0.8740000000000004
0.8750000000000004,0.8750000000000004,0.8750000000000004,0.8750000000000004,0.8750000000000004,0.8750000000000004,0.8750000000000004,0.8750000000000004,0.8750000000000004,0.8750000000000004,0.8750000000000004,0.8750000000000004,0.8750000000000004,0.8750000000000004,0.8750000000000004,0.8750000000000004,0.8750000000000004,0.8750000000000004,0.8750000000000004,0.8750000000000004
0.8760000000000004,0.8760000000000004,0.8760000000000004,0.8760000000000004,0.8760000000000004,0.8760000000000004,0.8760000000000004,0.8760000000000004,0.8760000000000004,0.8760000000000004,0.8760000000000004,0.8760000000000004,0.8760000000000004,0.8760000000000004,0.8760000000000004,0.8760000000000004,0.8760000000000004,0.8760000000000004,0.8760000000000004,0.8760000000000004
0.8770000000000004,0.8770000000000004,0.8770000000000004,0.8770000000000004,0.8770000000000004,0.8770000000000004,0.8770000000000004,0.8770000000000004,0.8770000000000004,0.8770000000000004,0.8770000000000004,0.8770000000000004,0.8770000000000004,0.8770000000000004,0.8770000000000004,0.8770000000000004,0.8770000000000004,0.8770000000000004,0.8770000000000004,0.8770000000000004
0.8780000000000004,0.8780000000000004,0.8780000000000004,0.8780000000000004,0.8780000000000004,0.8780000000000004,0.8780000000000004,0.8780000000000004,0.8780000000000004,0.8780000000000004,0.8780000000000004,0.8780000000000004,0.8780000000000004,0.8780000000000004,0.8780000000000004,0.8780000000000004,0.8780000000000004,0.8780000000000004,0.8780000000000004,0.8780000000000004
0.8790000000000004,0.8790000000000004,0.8790000000000004,0.8790000000000004,0.8790000000000004,0.8790000000000004,0.8790000000000004,0.8790000000000004,0.8790000000000004,0.8790000000000004,0.8790000000000004,0.8790000000000004,0.8790000000000004,0.8790000000000004,0.8790000000000004,0.8790000000000004,0.8790000000000004,0.8790000000000004,0.8790000000000004,0.8790000000000004
0.8800000000000004,0.8800000000000004,0.8800000000000004,0.8800000000000004,0.8800000000000004,0.8800000000000004,0.8800000000000004,0.8800000000000004,0.8800000000000004,0.8800000000000004,0.8800000000000004,0.8800000000000004,0.8800000000000004,0.8800000000000004,0.8800000000000004,0.8800000000000004,0.8800000000000004,0.8800000000000004,0.8800000000000004,0.8800000000000004
0.8810000000000004,0.8810000000000004,0.8810000000000004,0.8810000000000004,0.8810000000000004,0.8810000000000004,0.8810000000000004,0.8810000000000004,0.8810000000000004,0.8810000000000004,0.8810000000000004,0.8810000000000004,0.8810000000000004,0.8810000000000004,0.8810000000000004,0.8810000000000004,0.8810000000000004,0.8810000000000004,0.8810000000000004,0.8810000000000004
0.8820000000000005,0.8820000000000005,0.8820000000000005,0.8820000000000005,0.8820000000000005,0.8820000000000005,0.8820000000000005,0.8820000000000005,0.8820000000000005,0.8820000000000005,0.8820000000000005,0.8820000000000005,0.8820000000000005,0.8820000000000005,0.8820000000000005,0.8820000000000005,0.8820000000000005,0.8820000000000005,0.8820000000000005,0.8820000000000005
0.8830000000000005,0.8830000000000005,0.8830000000000005,0.8830000000000005,0.8830000000000005,0.8830000000000005,0.8830000000000005,0.8830000000000005,0.8830000000000005,0.8830000000000005,0.8830000000000005,0.8830000000000005,0.8830000000000005,0.8830000000000005,0.8830000000000005,0.8830000000000005,0.8830000000000005,0.8830000000000005,0.8830000000000005,0.8830000000000005
0.8840000000000005,0.8840000000000005,0.8840000000000005,0.8840000000000005,0.8840000000000005,0.8840000000000005,0.8840000000000005,0.8840000000000005,0.8840000000000005,0.8840000000000005,0.8840000000000005,0.8840000000000005,0.8840000000000005,0.8840000000000005,0.8840000000000005,0.8840000000000005,0.8840000000000005,0.8840000000000005,0.8840000000000005,0.8840000000000005
0.8850000000000005,0.8850000000000005,0.8850000000000005,0.8850000000000005,0.8850000000000005,0.8850000000000005,0.8850000000000005,0.8850000000000005,0.8850000000000005,0.8850000000000005,0.8850000000000005,0.8850000000000005,0.8850000000000005,0.8850000000000005,0.8850000000000005,0.8850000000000005,0.8850000000000005,0.8850000000000005,0.8850000000000005,0.8850000000000005
0.8860000000000005,0.8860000000000005,0.8860000000000005,0.8860000000000005,0.8860000000000005,0.8860000000000005,0.8860000000000005,0.8860000000000005,0.8860000000000005,0.8860000000000005,0.8860000000000005,0.8860000000000005,0.8860000000000005,0.8860000000000005,0.8860000000000005,0.8860000000000005,0.8860000000000005,0.8860000000000005,0.8860000000000005,0.8860000000000005
0.8870000000000005,0.8870000000000005,0.8870000000000005,0.8870000000000005,0.8870000000000005,0.8870000000000005,0.8870000000000005,0.8870000000000005,0.8870000000000005,0.8870000000000005,0.8870000000000005,0.8870000000000005,0.8870000000000005,0.8870000000000005,0.8870000000000005,0.8870000000000005,0.8870000000000005,0.8870000000000005,0.8870000000000005,0.8870000000000005
0.8880000000000005,0.8880000000000005,0.8880000000000005,0.8880000000000005,0.8880000000000005,0.8880000000000005,0.8880000000000005,0.8880000000000005,0.8880000000000005,0.8880000000000005,0.8880000000000005,0.8880000000000005,0.8880000000000005,0.8880000000000005,0.8880000000000005,0.8880000000000005,0.8880000000000005,0.8880000000000005,0.8880000000000005,0.8880000000000005
0.8890000000000005,0.8890000000000005,0.8890000000000005,0.8890000000000005,0.8890000000000005,0.8890000000000005,0.8890000000000005,0.8890000000000005,0.8890000000000005,0.8890000000000005,0.8890000000000005,0.8890000000000005,0.8890000000000005,0.8890000000000005,0.8890000000000005,0.8890000000000005,0.8890000000000005,0.8890000000000005,0.8890000000000005,0.8890000000000005
0.8900000000000005,0.8900000000000005,0.8900000000000005,0.8900000000000005,0.8900000000000005,0.8900000000000005,0.8900000000000005,0.8900000000000005,0.8900000000000005,0.8900000000000005,0.8900000000000005,0.8900000000000005,0.8900000000000005,0.8900000000000005,0.8900000000000005,0.8900000000000005,0.8900000000000005,0.8900000000000005,0.8900000000000005,0.8900000000000005
0.8910000000000005,0.8910000000000005,0.8910000000000005,0.8910000000000005,0.8910000000000005,0.8910000000000005,0.8910000000000005,0.8910000000000005,0.8910000000000005,0.8910000000000005,0.8910000000000005,0.8910000000000005,0.8910000000000005,0.8910000000000005,0.8910000000000005,0.8910000000000005,0.8910000000000005,0.8910000000000005,0.8910000000000005,0.8910000000000005
0.8920000000000005,0.8920000000000005,0.8920000000000005,0.8920000000000005,0.8920000000000005,0.8920000000000005,0.8920000000000005,0.8920000000000005,0.8920000000000005,0.8920000000000005,0.8920000000000005,0.8920000000000005,0.8920000000000005,0.8920000000000005,0.8920000000000005,0.8920000000000005,0.8920000000000005,0.8920000000000005,0.8920000000000005,0.8920000000000005
0.8930000000000005,0.8930000000000005,0.8930000000000005,0.8930000000000005,0.8930000000000005,0.8930000000000005,0.8930000000000005,0.8930000000000005,0.8930000000000005,0.8930000000000005,0.8930000000000005,0.8930000000000005,0.8930000000000005,0.8930000000000005,0.8930000000000005,0.8930000000000005,0.8930000000000005,0.8930000000000005,0.8930000000000005,0.8930000000000005
0.8940000000000005,0.8940000000000005,0.8940000000000005,0.8940000000000005,0.8940000000000005,0.8940000000000005,0.8940000000000005,0.8940000000000005,0.8940000000000005,0.8940000000000005,0.8940000000000005,0.8940000000000005,0.8940000000000005,0.8940000000000005,0.8940000000000005,0.8940000000000005,0.8940000000000005,0.8940000000000005,0.8940000000000005,0.8940000000000005
0.8950000000000005,0.8950000000000005,0.8950000000000005,0.8950000000000005,0.8950000000000005,0.8950000000000005,0.8950000000000005,0.8950000000000005,0.8950000000000005,0.8950000000000005,0.8950000000000005,0.8950000000000005,0.8950000000000005,0.8950000000000005,0.8950000000000005,0.8950000000000005,0.8950000000000005,0.8950000000000005,0.8950000000000005,0.8950000000000005
0.8960000000000005,0.8960000000000005,0.8960000000000005,0.8960000000000005,0.8960000000000005,0.8960000000000005,0.8960000000000005,0.8960000000000005,0.8960000000000005,0.8960000000000005,0.8960000000000005,0.8960000000000005,0.8960000000000005,0.8960000000000005,0.8960000000000005,0.8960000000000005,0.8960000000000005,0.8960000000000005,0.8960000000000005,0.8960000000000005
0.8970000000000005,0.8970000000000005,0.8970000000000005,0.8970000000000005,0.8970000000000005,0.8970000000000005,0.8970000000000005,0.8970000000000005,0.8970000000000005,0.8970000000000005,0.8970000000000005,0.8970000000000005,0.8970000000000005,0.8970000000000005,0.8970000000000005,0.8970000000000005,0.8970000000000005,0.8970000000000005,0.8970000000000005,0.8970000000000005
0.8980000000000005,0.8980000000000005,0.8980000000000005,0.8980000000000005,0.8980000000000005,0.8980000000000005,0.8980000000000005,0.8980000000000005,0.8980000000000005,0.8980000000000005,0.8980000000000005,0.8980000000000005,0.8980000000000005,0.8980000000000005,0.8980000000000005,0.8980000000000005,0.8980000000000005,0.8980000000000005,0.8980000000000005,0.8980000000000005
0.8990000000000005,0.8990000000000005,0.8990000000000005,0.8990000000000005,0.8990000000000005,0.8990000000000005,0.8990000000000005,0.8990000000000005,0.8990000000000005,0.8990000000000005,0.8990000000000005,0.8990000000000005,0.8990000000000005,0.8990000000000005,0.8990000000000005,0.8990000000000005,0.8990000000000005,0.8990000000000005,0.8990000000000005,0.8990000000000005
0.9000000000000005,0.9000000000000005,0.9000000000000005,0.9000000000000005,0.9000000000000005,0.9000000000000005,0.9000000000000005,0.9000000000000005,0.9000000000000005,0.9000000000000005,0.9000000000000005,0.9000000000000005,0.9000000000000005,0.9000000000000005,0.9000000000000005,0.9000000000000005,0.9000000000000005,0.9000000000000005,0.9000000000000005,0.9000000000000005
0.9010000000000005,0.9010000000000005,0.9010000000000005,0.9010000000000005,0.9010000000000005,0.9010000000000005,0.9010000000000005,0.9010000000000005,0.9010000000000005,0.9010000000000005,0.9010000000000005,0.9010000000000005,0.9010000000000005,0.9010000000000005,0.9010000000000005,0.9010000000000005,0.9010000000000005,0.9010000000000005,0.9010000000000005,0.9010000000000005
0.9020000000000005,0.9020000000000005,0.9020000000000005,0.9020000000000005,0.9020000000000005,0.9020000000000005,0.9020000000000005,0.9020000000000005,0.9020000000000005,0.9020000000000005,0.9020000000000005,0.9020000000000005,0.9020000000000005,0.9020000000000005,0.9020000000000005,0.9020000000000005,0.9020000000000005,0.9020000000000005,0.9020000000000005,0.9020000000000005
0.9030000000000005,0.9030000000000005,0.9030000000000005,0.9030000000000005,0.9030000000000005,0.9030000000000005,0.9030000000000005,0.9030000000000005,0.9030000000000005,0.9030000000000005,0.9030000000000005,0.9030000000000005,0.9030000000000005,0.9030000000000005,0.9030000000000005,0.9030000000000005,0.9030000000000005,0.9030000000000005,0.9030000000000005,0.9030000000000005
0.9040000000000005,0.9040000000000005,0.9040000000000005,0.9040000000000005,0.9040000000000005,0.9040000000000005,0.9040000000000005,0.9040000000000005,0.9040000000000005,0.9040000000000005,0.9040000000000005,0.9040000000000005,0.9040000000000005,0.9040000000000005,0.9040000000000005,0.9040000000000005,0.9040000000000005,0.9040000000000005,0.9040000000000005,0.9040000000000005
0.9050000000000005,0.9050000000000005,0.9050000000000005,0.9050000000000005,0.9050000000000005,0.9050000000000005,0.9050000000000005,0.9050000000000005,0.9050000000000005,0.9050000000000005,0.9050000000000005,0.9050000000000005,0.9050000000000005,0.9050000000000005,0.9050000000000005,0.9050000000000005,0.9050000000000005,0.9050000000000005,0.9050000000000005,0.9050000000000005
0.9060000000000005,0.9060000000000005,0.9060000000000005,0.9060000000000005,0.9060000000000005,0.9060000000000005,0.9060000000000005,0.9060000000000005,0.9060000000000005,0.9060000000000005,0.9060000000000005,0.9060000000000005,0.9060000000000005,0.9060000000000005,0.9060000000000005,0.9060000000000005,0.9060000000000005,0.9060000000000005,0.9060000000000005,0.9060000000000005
0.9070000000000005,0.9070000000000005,0.9070000000000005,0.9070000000000005,0.9070000000000005,0.9070000000000005,0.9070000000000005,0.9070000000000005,0.9070000000000005,0.9070000000000005,0.9070000000000005,0.9070000000000005,0.9070000000000005,0.9070000000000005,0.9070000000000005,0.9070000000000005,0.9070000000000005,0.9070000000000005,0.9070000000000005,0.9070000000000005
0.9080000000000005,0.9080000000000005,0.9080000000000005,0.9080000000000005,0.9080000000000005,0.9080000000000005,0.9080000000000005,0.9080000000000005,0.9080000000000005,0.9080000000000005,0.9080000000000005,0.9080000000000005,0.9080000000000005,0.9080000000000005,0.9080000000000005,0.9080000000000005,0.9080000000000005,0.9080000000000005,0.9080000000000005,0.9080000000000005
0.9090000000000005,0.9090000000000005,0.9090000000000005,0.9090000000000005,0.9090000000000005,0.9090000000000005,0.9090000000000005,0.9090000000000005,0.9090000000000005,0.9090000000000005,0.9090000000000005,0.9090000000000005,0.9090000000000005,0.9090000000000005,0.9090000000000005,0.9090000000000005,0.9090000000000005,0.9090000000000005,0.9090000000000005,0.9090000000000005
0.9100000000000005,0.9100000000000005,0.9100000000000005,0.9100000000000005,0.9100000000000005,0.9100000000000005,0.9100000000000005,0.9100000000000005,0.9100000000000005,0.9100000000000005,0.9100000000000005,0.9100000000000005,0.9100000000000005,0.9100000000000005,0.9100000000000005,0.9100000000000005,0.9100000000000005,0.9100000000000005,0.9100000000000005,0.9100000000000005
0.9110000000000005,0.9110000000000005,0.9110000000000005,0.9110000000000005,0.9110000000000005,0.9110000000000005,0.9110000000000005,0.9110000000000005,0.9110000000000005,0.9110000000000005,0.9110000000000005,0.9110000000000005,0.9110000000000005,0.9110000000000005,0.9110000000000005,0.9110000000000005,0.9110000000000005,0.9110000000000005,0.9110000000000005,0.9110000000000005
0.9120000000000005,0.9120000000000005,0.9120000000000005,0.9120000000000005,0.9120000000000005,0.9120000000000005,0.9120000000000005,0.9120000000000005,0.9120000000000005,0.9120000000000005,0.9120000000000005,0.9120000000000005,0.9120000000000005,0.9120000000000005,0.9120000000000005,0.9120000000000005,0.9120000000000005,0.9120000000000005,0.9120000000000005,0.9120000000000005
0.9130000000000005,0.9130000000000005,0.9130000000000005,0.9130000000000005,0.9130000000000005,0.9130000000000005,0.9130000000000005,0.9130000000000005,0.9130000000000005,0.9130000000000005,0.9130000000000005,0.9130000000000005,0.9130000000000005,0.9130000000000005,0.9130000000000005,0.9130000000000005,0.9130000000000005,0.9130000000000005,0.9130000000000005,0.9130000000000005
0.9140000000000005,0.9140000000000005,0.9140000000000005,0.9140000000000005,0.9140000000000005,0.9140000000000005,0.9140000000000005,0.9140000000000005,0.9140000000000005,0.9140000000000005,0.9140000000000005,0.9140000000000005,0.9140000000000005,0.9140000000000005,0.9140000000000005,0.9140000000000005,0.9140000000000005,0.9140000000000005,0.9140000000000005,0.9140000000000005
0.9150000000000005,0.9150000000000005,0.9150000000000005,0.9150000000000005,0.9150000000000005,0.9150000000000005,0.9150000000000005,0.9150000000000005,0.9150000000000005,0.9150000000000005,0.9150000000000005,0.9150000000000005,0.9150000000000005,0.9150000000000005,0.9150000000000005,0.9150000000000005,0.9150000000000005,0.9150000000000005,0.9150000000000005,0.9150000000000005
0.9160000000000005,0.9160000000000005,0.9160000000000005,0.9160000000000005,0.9160000000000005,0.9160000000000005,0.9160000000000005,0.9160000000000005,0.9160000000000005,0.9160000000000005,0.9160000000000005,0.9160000000000005,0.9160000000000005,0.9160000000000005,0.9160000000000005,0.9160000000000005,0.9160000000000005,0.9160000000000005,0.9160000000000005,0.9160000000000005
0.9170000000000005,0.9170000000000005,0.9170000000000005,0.9170000000000005,0.9170000000000005,0.9170000000000005,0.9170000000000005,0.9170000000000005,0.9170000000000005,0.9170000000000005,0.9170000000000005,0.9170000000000005,0.9170000000000005,0.9170000000000005,0.9170000000000005,0.9170000000000005,0.9170000000000005,0.9170000000000005,0.9170000000000005,0.9170000000000005
0.9180000000000005,0.9180000000000005,0.9180000000000005,0.9180000000000005,0.9180000000000005,0.9180000000000005,0.9180000000000005,0.9180000000000005,0.9180000000000005,0.9180000000000005,0.9180000000000005,0.9180000000000005,0.9180000000000005,0.9180000000000005,0.9180000000000005,0.9180000000000005,0.9180000000000005,0.9180000000000005,0.9180000000000005,0.9180000000000005
0.9190000000000005,0.9190000000000005,0.9190000000000005,0.9190000000000005,0.9190000000000005,0.9190000000000005,0.9190000000000005,0.9190000000000005,0.9190000000000005,0.9190000000000005,0.9190000000000005,0.9190000000000005,0.9190000000000005,0.9190000000000005,0.9190000000000005,0.9190000000000005,0.9190000000000005,0.9190000000000005,0.9190000000000005,0.9190000000000005
0.9200000000000005,0.9200000000000005,0.9200000000000005,0.9200000000000005,0.9200000000000005,0.9200000000000005,0.9200000000000005,0.9200000000000005,0.9200000000000005,0.9200000000000005,0.9200000000000005,0.9200000000000005,0.9200000000000005,0.9200000000000005,0.9200000000000005,0.9200000000000005,0.9200000000000005,0.9200000000000005,0.9200000000000005,0.9200000000000005
0.9210000000000005,0.9210000000000005,0.9210000000000005,0.9210000000000005,0.9210000000000005,0.9210000000000005,0.9210000000000005,0.9210000000000005,0.9210000000000005,0.9210000000000005,0.9210000000000005,0.9210000000000005,0.9210000000000005,0.9210000000000005,0.9210000000000005,0.9210000000000005,0.9210000000000005,0.9210000000000005,0.9210000000000005,0.9210000000000005
0.9220000000000005,0.9220000000000005,0.9220000000000005,0.9220000000000005,0.9220000000000005,0.9220000000000005,0.9220000000000005,0.9220000000000005,0.9220000000000005,0.9220000000000005,0.9220000000000005,0.9220000000000005,0.9220000000000005,0.9220000000000005,0.9220000000000005,0.9220000000000005,0.9220000000000005,0.9220000000000005,0.9220000000000005,0.9220000000000005
0.9230000000000005,0.9230000000000005,0.9230000000000005,0.9230000000000005,0.9230000000000005,0.9230000000000005,0.9230000000000005,0.9230000000000005,0.9230000000000005,0.9230000000000005,0.9230000000000005,0.9230000000000005,0.9230000000000005,0.9230000000000005,0.9230000000000005,0.9230000000000005,0.9230000000000005,0.9230000000000005,0.9230000000000005,0.9230000000000005
0.9240000000000005,0.9240000000000005,0.9240000000000005,0.9240000000000005,0.9240000000000005,0.9240000000000005,0.9240000000000005,0.9240000000000005,0.9240000000000005,0.9240000000000005,0.9240000000000005,0.9240000000000005,0.9240000000000005,0.9240000000000005,0.9240000000000005,0.9240000000000005,0.9240000000000005,0.9240000000000005,0.9240000000000005,0.9240000000000005
0.9250000000000005,0.9250000000000005,0.9250000000000005,0.9250000000000005,0.9250000000000005,0.9250000000000005,0.9250000000000005,0.9250000000000005,0.9250000000000005,0.9250000000000005,0.9250000000000005,0.9250000000000005,0.9250000000000005,0.9250000000000005,0.9250000000000005,0.9250000000000005,0.9250000000000005,0.9250000000000005,0.9250000000000005,0.9250000000000005
0.9260000000000005,0.9260000000000005,0.9260000000000005,0.9260000000000005,0.9260000000000005,0.9260000000000005,0.9260000000000005,0.9260000000000005,0.9260000000000005,0.9260000000000005,0.9260000000000005,0.9260000000000005,0.9260000000000005,0.9260000000000005,0.9260000000000005,0.9260000000000005,0.9260000000000005,0.9260000000000005,0.9260000000000005,0.9260000000000005
0.9270000000000005,0.9270000000000005,0.9270000000000005,0.9270000000000005,0.9270000000000005,0.9270000000000005,0.9270000000000005,0.9270000000000005,0.9270000000000005,0.9270000000000005,0.9270000000000005,0.9270000000000005,0.9270000000000005,0.9270000000000005,0.9270000000000005,0.9270000000000005,0.9270000000000005,0.9270000000000005,0.9270000000000005,0.9270000000000005
0.9280000000000005,0.9280000000000005,0.9280000000000005,0.9280000000000005,0.9280000000000005,0.9280000000000005,0.9280000000000005,0.9280000000000005,0.9280000000000005,0.9280000000000005,0.9280000000000005,0.9280000000000005,0.9280000000000005,0.9280000000000005,0.9280000000000005,0.9280000000000005,0.9280000000000005,0.9280000000000005,0.9280000000000005,0.9280000000000005
